,question,link,answer
0,"

PhpStorm keeps saying a variable within an EJS file is unresolved, even though my code compiles and runs with no issues. I have plugins for both EJS and node installed so not sure how to remove this message please?










",https://stackoverflow.com/questions/59906924/unresolved-ejs-variable-on-phpstorm-ide,"
Please follow WEB-14427 for updates; as a workaround, you can create a dummy .js file (not a module, i.e. it shouldn't export or require anything) and define your variable there using JSdoc, like 

/**
 * @name kindOfDay
 */

"
0,"

If I type:

git config --list


here's the list of my configs:

user.name=markzzz
user.email=markzzz@mymail.com
user.name=markzzz
user.email=markzzz@mymail.com


Once I do the first commit using VSCode IDE (1.37.1, on Windows), and than I see the commit:

git log origin/master..master


Damn, that's not the author:

$ git log origin/master..master
commit d9a47958dasafasf0219888b251e324528de0b5f (HEAD -> master)
Author: paul <paul@anothermail.com>
Date: Thu Aug 29 14:20:34 2019 +0200

test


Why? 
Before to set the correct Author, I first need to do this:

git config user.name ""markzzz""
git config user.email ""markzzz@mymail.com""


Than it works using IDE. Its annoying, and sometimes I forgot it.

Where are those ""overwritten"" infos? It do this only using VSCode IDE: if I do git commit -m ""test"" using the bash, it works as expected.
",https://stackoverflow.com/questions/57710165/why-commit-using-vscode-ide-mess-the-commits-author-info,"
Why does VSCode do this?

It doesn't.At least, it's not supposed to, and I've never seen it happen.

Something must be wrong.

How can one debug this?

First, in the Command Palette (Ctrl+Shift+P), run ""Git: Show Git Output"".Keep that window open when you perform a commit and watch its output.Note that what you see in that output is every command that is run, along with its stderr output, but not stdout.

Second, try running git commit from a Terminal inside VSCode: Terminal → New Terminal.See if that reproduces the problem.Try the git config commands from there, etc.

Third, if none of that reveals the problem, try writing your own git wrapper script and set the git.path setting (settings.json, or File → Preferences → Settings → Git) to point at it.Have the wrapper script log everything it does.
............................................................
You should try below 

$ git config --global user.name ""Your Name""
$ git config --global user.email ""youremail@domain.com""


Reference https://www.git-tower.com/learn/git/faq/change-author-name-email
............................................................
Another possibility would be that some hook is modifying commits being made.

Namely, check .git/hooks/ for a pre-commit (not the .sample) file, and if present, look what it does. Just rename it or move it out of /hooks to permanently invalidate it.

A simple test (to rule this out if it's not the case) would be to try

git commit -n -m ""test""


since -n temporarily invalidates these hooks.
"
0,"

I have a problem with the view ""Model"". I wanted to generate a Class Diagram of my C++ application.

But when I load my view model, there is white, nothing displayed.

In the option -> Modelisation -> Diagram -> General

The support of model is active.

I have use them

http://docwiki.embarcadero.com/RADStudio/en/Activating_UML_Modeling_Support_for_Projects 

But they doesn't match 

I haven't the windows Modeling Support, same at 1 minute on this video for checked my already project : 

https://www.youtube.com/watch?v=LTpAAz3WkZk&t=4s
",https://stackoverflow.com/questions/58396048/uml-modelling-embarcadero-c-builder-tokyo-10-2-3-class-diagram,"
I've writing at the french provider they selling them, adn answer that : 
UML Modeling isn't available with C++ Builder, on the Embarcadero IDE only the code writing with language Delphi is supported. 

https://www.embarcadero.com/docs/rad-studio-feature-matrix.pdf
"
0,"

I try to use React.memo with functional Component. It works great. 
However, the intellisense WebStorm seems not to work with wrapped component like React.memo(MyComponent)

Does anyone know how to overcome it ?
",https://stackoverflow.com/questions/56011240/how-to-make-intellisense-in-webstorm-work-with-wrapped-react-functional-componen,"
I found myself the solution to this problem is using prop-types

In the following example, IntelliSense in WebStorm does not recognize the component Hello, but it can recognize the component Hi



import React, { memo } from ""react"";
import PropTypes from ""prop-types"";

export const Hello = React.memo(({ name }) => <div>Hello {name}</div>);
export const Hi = React.memo(({ name }) => <div>Hi {name}</div>);

Hi.PropTypes = {
name: PropTypes.string
};




View on Codesandbox
"
0,"

I clicked run on python file, but it keep on opening the previous html file.
I clicked run from python file in vs code but the terminal is not running (which usually happens before) and the vs code is keep on opening the html file that i opened as previous file.
",https://stackoverflow.com/questions/63149350/vs-code-runs-previous-file-instead-current-one,"
If you want a temp solution you can write to the terminal the code you want to run (like in CMD).
Be sure you are at the correct directory and than type: python name_of_code.py and it should run it.
For exmp.
C:\Users\User\Desktop\Python\My_Dicrectory> python my_code.py

............................................................
cause you select Launch:index:

select Python:Current File will solve your problem:

............................................................
I found the answer: Its the .vscode folder added to the same folder with Json file in it. It keeps on overriding the current file in the folder. Thanks all
"
0,"

My team works on a solution in Visual Studio 2019.The solution contains many dozens of projects.We do use solution filters, but there are occasions where it is more convenient overall to load the entire solution.
One thing that's less convenient is configuring multiple startup projects in a solution with many projects.

Is there any way to filter or sort the list of projects? Alternatively is there any way to define ""profiles"" of multiple start-up projects and apply start up actions as a group?
Extensions would work for me if needed, but I'd rather do this without extending the IDE if possible.
",https://stackoverflow.com/questions/62492877/filter-and-sort-projects-in-visual-studio-2019-for-better-management-of-multiple,"
SwitchStartupProject extension lets you select the startup project from a dropdown and switch between multi-project startup configurations.
"
0,"

this may sound like a silly question but does anyone know if the memory used in heap from executing codes in an IDE will be freed after the program ends? If it is not automatically freed, is there a way to clean up the heap? Please kindly advise.
",https://stackoverflow.com/questions/60727194/ide-and-dynamic-memory,"

does anyone know if the memory used in heap from executing codes in an IDE will be freed after the program ends?


Yes. Operating systems generally releases all resources allocated to a process when the process terminates. Note that this is not something specified by the C++ language nor is this behaviour C++ specific.

Whether the process started by an IDE or something else does not matter.
"
0,"

I'm working on a project in C/C++ that has a custom build system that uses XML files to specify source files, and for development purposes the XML is used to generate Visual Studio project files (.vcxproj). Headers are not included in the VS project files (the include directories are populated, so the VS build works just fine). In Visual Studio 2013, I was able to navigate to headers with ctrl + , but that often doesn't work in VS2019. 

Is there a way to make VS2019 navigate to a file that isn't specified in any projects in the solution, but is included by files that are?
",https://stackoverflow.com/questions/60290129/is-there-a-way-in-visual-studio-2019-to-navigate-to-a-header-that-isnt-in-the-p,"
Turns out the answer was right under my nose: there's an option in the Go To menu (ctrl+,) for ""Include contents of external items in search results"". Enabling that option makes it behave as it did for me in VS2013.
"
0,"

I was going to start learning the Swift programming language, and for that, I was going to install Xcode. But I found out that Xcode is only available for macOS, and I have a computer that uses Windows. Is there any way to get Xcode or any software on which I can code in Swift language? Is there any other IDE for Swift other than Xcode?
",https://stackoverflow.com/questions/59896117/is-xcode-available-for-windows-10,"
The xcode swoftware is only available on MacOS. There is a lot of online IDE where you can code in swift like this one. But with this kind of tool you wont be able to create a user interface. It is not possible to create a user interface on any other operating system than MacOS. If you really want to create an application with a user interface then you can always setup a virtual machine with MacOS running on it, install Xcode and start coding ;)
"
0,"

As I was working with huge nested XML files (>20k lines, up to 30 sub-trees/childs) these days, I am wondering, if there is any tool or plugin that can show me the structure of an XML file interactively as a list while clicking through it.

A familiar function is integrated in IDEs like PyCharm, where you can see the object/function/loop/.. inside that you are working or rather your cursor is placed.

I've already tried using PyCharm, Sublime Text 3 and VS Code to solve this issue, but I didn't find a solution. Any suggestion? (I'm working on Mac)
",https://stackoverflow.com/questions/57704735/xml-viewer-with-breadcrumb-navigation,"
There is a PyCharm Plugin called xStructure. 

It supports breadcrumb navigation.
"
0,"

With the help of the Selenium IDE add-on for Firefox, I'm trying to publish a post on Facebook that will include a link, the post should also contain the usual 'link preview' (image and/or description text) scraped from the website I'm sharing.

For this purpose I played around with the following commands to no avail: ""type"" ; ""typeKeys"" ; ""SendKeys""... the result was actually expected because these commands mimic typing, and if you manually write a link (by typing it) while trying to publish a post on Facebook - the ""link preview"" (image and/or description) won't be loaded.I also tried to emulate pressing ""ctrl + [a/c/v]"" in 3 separate commands as a workaround after the link as a text was written in the 'update your status' field, but no luck with those. See the visual examples below:

Selenium IDE contains:

Store | https://9gag.com/ | link
[[bunch of irrelevant commands in-between]]
typeKeys | class=_1mf _1mj | ${link}


Result:
Screenshot 1 - imgur

If you publish the post this way, it'll end up like a plain text. Not a valid share. The thing I'm trying to achieve with Selenium IDE is what's shown on the screenshot below. You can achieve it by copying some absolute URL and pasting it (ctrl + v) inside the 'update your status' window on Facebook.

Result:
Screenshot 2- imgur

Important: Workarounds are welcome as always, but here's what's not welcome as a workaround from other off-topic non-Selenium related reasons:


Using this sharing form: facebook.com/sharer/sharer.php?u=[absolute URL you want to share]
Using the mobile/touch version of Facebook


Thank you in advance for your time, and for the potential solution.
",https://stackoverflow.com/questions/58336571/how-to-emulate-a-paste-in-selenium-ide-add-on-for-firefox,"
You could try using a space or enter at the end of the URL.
"
0,"

Is there any way to get another editor, like VSCode, to format code ( JavaScript in my case, if it matters ) like the WebStorm IDE formats code by default? I'm not familiar with that IDE, but I'm hoping that it uses a config of some sort that can maybe be exported and imported in another editor. I tried looking for one, but couldn't find anything. 

The core problem, if it matters, is that all of our team members use WS to write code and they use the built in formatter, so if I use another one it creates inconsistencies and long commits when editing already written files. As you are probably guessing by now, I would like to use another editor, because I find IDE's bloated and slow. 
",https://stackoverflow.com/questions/55979587/webstorm-formatting-settings-port-to-another-editor,"
I don't know if there is a way to import Webstorm formatting rules into VS Code, but I think there is another solution:

I remember in one of the projects i worked on, we used a linter which also auto-formatted code. The advantage is that Webstorm and VSCode can pick pick the linter rules automatically, and then you have same formatting on both.

The downside is that you would need to agree with the team on what does rule will be and then configure them on the linter.
"
0,"

In RStudio, function variables, parameters or arguments are displayed by pressing tab.
While VSCode has a lot of features, I cannot find a similar one for Python.
I found a way for VSCode to show me the definition of the function while hovering in the function itself, but there are no autocompletion for the actual variables of that function (nor suggestions while writing). Besides, the tooltips close itself as soon as I start typing the variables.

Is there a way to get something more similar regarding autocompletion and suggestion of function variables in VSCode while using Python?
Thanks.
",https://stackoverflow.com/questions/64144465/function-arguments-suggestion-autocomplete-in-vscode-for-python,"
According to your description, it is recommended that you use the extension ""Pylance"", which provides outstanding language service functions.
Its 'Docstrings' and 'auto-completion' functions show us the function parameters and will not close the prompt when inputting:
Part of its function introduction:

"
0,"

I was in a hurry to shutdown my laptop, so I canceled the eclipse, and after that when saving workspace tab pops up I mistakenly closed that too.
So after opening my eclipse again the whole projects are gone.The Project Explorer is empty.
Can anyone helpme out with this.
",https://stackoverflow.com/questions/61655960/restoring-projects-from-eclipse-ide-when-all-projects-are-gone,"
Your best option is to set that workspace aside, create a new workspace, and import your old workspace's existing projects into the new workspace.
"
0,"

I am using Python plugin to handle Python code inside an IntelliJ Java project.

I have selected refactoring ""Move -> move everything to another directory..."" but it doesn't update the imports!

Example, I have:

import my_server.my_project.helpers.cumulative_functions as cf


That instead should be now

import my_project.helpers.cumulative_functions as cf


Have I done something wrong? Is there a way to fix that?
",https://stackoverflow.com/questions/62040312/move-refactoring-in-intellij-doesnt-works-with-input,"
This is common in PyCharm and IntelliJ

The problem here is working directory and run/debug config

Even when you move files, wd stays the same

It is a confirmed bug, but it's not still fixed

You can vote for it to be fixed faster
"
0,"

I am currently working on coding a Python IDE in Python. I have set up my program to be able to open files when the user clicks on the 'open' button in my 'file' menu. This allows the user to edit files once they have opened the IDE program.
However, I am wondering if it is possible to give python and text files the option to ""open with"" or ""edit with"" my application when they are right clicked in file explorer instead of from my program.

I hope this question makes sense; it is quite difficult to phrase.
",https://stackoverflow.com/questions/61226835/giving-files-the-option-to-be-opened-with-a-python-coded-application,"
No you can't. The function ""open with"" is managed by the OS so you can not change this setting without run some code before or asking the user to modify this setting before.
"
0,"

For example I have a local StringBuilder variable named builder. On VS2015, typing bui will show something like this:



However, when doing the same in VS2019, it's like this:


The reason I would want the same behavior as 2015, is if I press enter key, or '.' key, it would automatically accept the preselected entry builder. On the otherhand, when on 2019, pressing enter/. would add a new line/. and the output would be bui + new line/. , as compared to 2015's behavior builder on enter, and builder. upon pressing '.'. Also, I tried toggling the setting under Options → Text Editor → C# → IntelliSense → Enter key behavior → 'Only add new line on enter after end of fully typed word' and it did not produce the output I wanted.

How or what options should I set to achieve the same behavior as VS2015?
",https://stackoverflow.com/questions/56983756/how-to-preselect-intellisense-entry-in-vs2019,"

Make sure Toggle Completion Mode option is disabled in your machine.


In VS2019, Go Edit menu=>Intellisense=>Toggle Completion Mode. Click it to change its status.

Unchecked:
 

Checked(blue rectangle):


Then make sure you choose the Only add new line on enter after end of fully typed word.

I think the Toggle Completion Mode option is the main cause of your issue. Unchecked this option then the Enter behavior in Tools=>Options can work.
"
0,"

I am trying to build i3wm (https://github.com/i3/i3), inside my basic debian /chroot/stretch. I am using an IDE installed in my host, not in chroot. However, I realized it's complicated, because all include directives are resolved on host, instead of being resolved in /chroot/stretch ...
My question is:

How do I use an IDE (in my case, CLion) from host to build, and develop projects inside a chrooted environment?
Should I use a full blown VM, with X forwarding, instead of chroot?
any other tool?... May be I can download all dependencies on the host, without chroot, and somehow trick include into taking those headers, instead of ones in /usr/include ?

I am really new to C, and the fact that my development setup might mess with my system is a quite annoying, and I am surprised and couldn't find something like ""setup-your-tools-for-development"" instructions on google..
EDIT: so 2 years later myself here: forget vim and chroot, I use docker + VScode which works flawlessly.
",https://stackoverflow.com/questions/55483137/how-to-setup-ide-for-a-chrooted-project,"
Okey, I guess using VIM + Ctags is the only solution, no need for a VM...
"
0,"

My IDE is VS Code
I have been using it many times
suddenly when I open vs code in my terminal

. code or source code

it displays error

-bash: //MacOS/Electron: No such file or directory
Saving session...
...copying shared history...
...saving history...truncating history files...
...completed.


[Process completed]

How do I fix this? I just want to get my normal vs code to work functional again just as before
",https://stackoverflow.com/questions/61637583/bash-macos-electron-no-such-file-or-directory-when-using-vs-code-using,"
I visited https://vscode-docs.readthedocs.io/en/stable/editor/setup/
Afterwards, I copy and pasted the following onto a new line in my system ~/.zshrc file
code () { VSCODE_CWD=""$PWD"" open -n -b ""com.microsoft.VSCode"" --args $* ;}
Don't forget to source ~/.zshrc after then restart terminal
Worked great, now I can run code . again for any folder/project
............................................................
For me, I didn't have a globally accessible python. Which is called in /usr/local/bin/code.
Since I'm using asdf I simply did asdf global python x.xx.x.
If you are not using asdf perhaps perform brew install python.
............................................................
try this 

cat << EOF >> ~/.bash_profile
# Add Visual Studio Code (code)
export PATH=""\$PATH:/Applications/Visual Studio Code.app/Contents/Resources/app/bin""
EOF


https://code.visualstudio.com/docs/setup/mac
............................................................
I have already figured it out.

code .

instead of

. code
"
0,"

I'm learning to code, and now i'm focusing on the C language. Recently, i bought a course about it and the IDE used by the teacher is Eclipse. At first i had some problems to run the code, but it was solved with a little research, but when i tried something as simple as put a printf() before a scanf(), things didn't worked as intended, scanf() is being executed before the printf() that preceds it, like you can see: 



Then, i tried to run the code on windows cmd, writing on a notepad, compiling with gcc and running on prompt, and it worked as intended: 



After that, i tried running the code on another IDE, Code Blocks, and the result was the same as running on cmd, it worked like intended: 



Now, to be clear, i know that fflush(stdout); command works if i insert it before scanf() and that it's buffer related (what i did notunderstand properly yet), but i don't understand why the problem exists on Eclipse, but it does not happen on other platforms. My teacher explained that it was related due windows being a domestic OS and being problematic with professional tools, like Eclipse. But still it doesn't makes sense to me, the same code on the same OS, work on a IDE and don't work on other. It is very problematic to write a imprevisible code in such basic level, quite impossible to trust any result or learn the language properly that way. Can anyone help me with that?

i will leave the code here, but like i said, it is very very simple, just to illustrate the problem: 

#include <stdio.h>

int main() {

int n;

printf(""Type an integer: "");
fflush(stdout);
scanf("" %d"", &n);

printf(""\nNumber = %d\n\n"", n);

return 0;
}

",https://stackoverflow.com/questions/62027262/unexpected-behavior-on-eclipse-console-for-c-language,"
Buffering is not always implemented consistently across different systems. Try this with you Eclipse setting.It should set stdout without buffering. 

#include <stdio.h>

int main() {
setvbuf(stdout, NULL, _IONBF, 0); // stdout as no bufferring
int n;

printf(""Type an integer: "");
fflush(stdout);
scanf("" %d"", &n);

printf(""\nNumber = %d\n\n"", n);
return 0;
}


Here is the link to build and run the code. 
"
0,"

Although all 3 are used for programming in python but what is difference between them?especially in their application?when we use ide and when we use idle and when we useinterpreter?
",https://stackoverflow.com/questions/59444643/how-we-can-differentiate-between-interpreter-and-ide-and-idlein-python,"
In interpreter is a program that runs programs written in a particular language.The CPython interpreter in one interpreter for running Python programs.An Itegrated Development Environment (IDE) is a program writing and running programs, possible with an interpreter, in one or more languages.IDLE is an IDE specifically for Python that comes at least with CPython. (I don't know if it works with any other Python interpreters or compilation systems.)

A web search should allow one to discover such basic definitions.
"
0,"

Does Delphi XE7 have an option for showing/hiding the non visual components names?
I don't want to completely hide the non-visual components but I would like to hide the label with their names. It was the default appearance of non visual components in Delphi 2007 designer:

",https://stackoverflow.com/questions/58853092/how-to-show-hide-non-visual-components-names,"
I found the option in Tools -> Options -> Environment Options -> Form Designer -> Show component captions


"
0,"

I have searched in VS code for a quick fix all solution and can't find anything on the docs or plugins. Does this feature simply not exist or is there a keybinding I'm missing out on? (currently using typescript support)

Edit:

just clarifying use case: 

quick fix all like fix all whitespace / """" instead of '' and no semicolon warnings. 

thanks. 
",https://stackoverflow.com/questions/56974581/how-to-quickfix-all-in-vs-code-typescript,"
Using tslint plugin:

In keybindings.json

{
""key"": """",
""command"": ""editor.action.codeAction"",
""args"": {
""kind"": ""source.fixAll.tslint"",
""apply"": ""first""
}
},

"
0,"

Early February VS Code update seemed to have messed my entire IDE settings.

Version: 1.42.0

When I open a file and switch or drag another file to the main working area the previous one just closes even if I double click on the tab to retain the opened file

The only property which could potentially help is workbench.editor.enablePreview

What do I do to revert that so that I can have multiple tabs/files open again?
",https://stackoverflow.com/questions/60187464/vs-code-new-update-doesnt-retain-opened-file-tabs-when-switching-opening-anot,"
Modify the following property in order to retain opened files

workbench.editor.showTabs

Check the checkbox


"
0,"

I wonder if there's a way to get a list of classes, constants and functions in a library without going through the code of that library? I don't mean something like intellisense, because it doesn't give you an overall view of the library, it just tells you how you can proceed from the first things you've typed in. I mean something like this.

I always import a library and then search for a summary of its API in its documentation page, but since I'm not a pro, I'm afraid I've been taking the dumb way the whole time. So I suspect there should/might be a faster way for getting this summary without leaving the IDE?

(Although I'm using VSCode as my IDE [and I'd be happy too if your answer is based on VSCode], this question might have a more generic solution which I'm unaware of, and thus not tagging it merely as a VSCode specific question.)
",https://stackoverflow.com/questions/59818921/get-the-api-reference-of-a-library-without-leaving-the-ide,"
I have found a VSCode-specific answer to this question here. First ctrl+click (or F12: Go to Definition) on the imported library to open its code. Then:


You can navigate symbols inside a file with **Ctrl+Shift+O. By typing : the symbols will be grouped by category. Press Up or Down and navigate to the place you want.

"
0,"






Closed. This question needs to be more focused. It is not currently accepting answers.












Want to improve this question? Update the question so it focuses on one problem only by editing this post.


Closed 3 years ago.








Improve this question






I want to remove all of the unused CSS classes from my stylesheet before I push my project to the server! But I don't find any shortcut way to do that.
",https://stackoverflow.com/questions/57651228/is-there-any-node-modules-or-any-system-that-removes-unused-css-to-reduce-the-si,"
It depends on how complex your project is and what way to usage classes in markup it is using. For simpler ones, something from the tools listed here can be helpful https://www.keycdn.com/blog/remove-unused-css. If your project is more complex, and if classes are created in the JS part on the flight, and then used, there might be no way to do clean up automatically 
"
0,"

Pycharm says REPORT.py file doesn't exist. However the code works perfectly.

Here is the image of the issue:



Now that is not the strangest part. I know sometimes when you working within a package you have to reference the package name: import package_name.filename so when I tried that it appears to have fixed the incorrect reporting.



But then...

Traceback (most recent call last):
File ""C:/Users/REDACTED/PycharmProjects/REDACTED/MAIN/MAIN.py"", line 2, in <module>
import MAIN.REPORTS as PDD
File ""C:\Users\REDACTED\PycharmProjects\REDACTED\MAIN\MAIN.py"", line 2, in <module>
import MAIN.REPORTS as PDD
ModuleNotFoundError: No module named 'MAIN.REPORTS'; 'MAIN' is not a package


This seams like a mistake with how Pycharm is checking for my file.

For the sake of completeness I also tried to import from.



Pycharm is also not marking this as invalid but I get a new interesting error when running the code:

Traceback (most recent call last):
File ""C:/Users/REDACTED/PycharmProjects/REDACTED/MAIN/MAIN.py"", line 2, in <module>
from MAIN import REPORTS as PDD
File ""C:\Users\REDACTED\PycharmProjects\REDACTED\MAIN\MAIN.py"", line 2, in <module>
from MAIN import REPORTS as PDD
ImportError: cannot import name 'REPORTS'


As request in the comments here is my folder structure:



Per suggestion in the comments I did try to import * but I still get the same reporting issue from Pycharm.



Update:

I believe I found out why the issue existed when trying to import from my package.

Due to my package name being MAIN and my main py file being MAIN.py I believe my code was trying to import from the py file and not the package.

After renaming my package to MAIN_PACK and doing import MAIN_PACK.REPORT as PDD the code works fine without any reporting from Pycharm saying it is not valid.

That at the vary least fixes the Pycharm reporting.


However that still does not explain why Pycharm reports that import REPORTS is not a module but still the code would work.Does anyone know why this is occurring?

",https://stackoverflow.com/questions/58288847/pycharm-no-module-named-report-py-however-it-exist-and-works-but-then,"
Set the main folder as the source root. You can do that by right clicking the MAIN folder and navigating to the bottom of the list. Mark the directory as source root. Go into Pycharm settings under console and check add source roots to python path.

Pycharm uses source root to resolve imports. More information can be found here

https://www.jetbrains.com/help/pycharm/content-root.html

Relevant text from link:


Source roots (or source folders; shown as the Source root icon ).


These roots contain the actual source files and resources. PyCharmuses the source roots as the starting point for resolving imports.
 The files under the source roots are interpreted according to theirtype. PyCharm can parse, inspect, index, and compile the
contents ofthese roots.


"
0,"

I'm using PyCharm for a Django/Python project. In my project, there are two directories, named helloworld and HelloWorld. At the left of PyCharm, in my project tree, I only can see one of those, anyone know how to see the 2 at the same time? Both contains different things.

Directories folder:



PyCharm folder:


",https://stackoverflow.com/questions/55950810/differentiate-2-directories-on-pycharm-with-the-same-name,"
I found the solution, in Pycharm > Help > Edit Custom Properties, put :

idea.case.sensitive.fs=true


Now I can see the 2 directories with the same name in case sensitive.
"
0,"

I am just getting started with C++ and CLion IDE. I got this error after watching a YouTube video that showed how to get started on CLion. All I did was try to add GCC to CLion as the compiler for C++. Nothing else at all.

I have GCC version 7.5.0 (Ubuntu 7.5.0-3ubuntu1~18.04)

I've only been programming for about 3 months on HTML CSS & JS so this error is way over my head. Any help would be greatly appreciated!

Below is my error and a link to a screenshot 

-- The CXX compiler identification is unknown
CMake Error at CMakeLists.txt:2 (project):
The CMAKE_CXX_COMPILER:

GCC

is not a full path and was not found in the PATH.

Tell CMake where to find the compiler by setting either the environment
variable ""CXX"" or the CMake cache entry CMAKE_CXX_COMPILER to the full path
to the compiler, or to the compiler name if it is in the PATH.


-- Configuring incomplete, errors occurred!
See also ""/home/dominic/CLionProjects/untitled1/cmake-build-debug/CMakeFiles/CMakeOutput.log"".
See also ""/home/dominic/CLionProjects/untitled1/cmake-build-debug/CMakeFiles/CMakeError.log"".

[Failed to reload]



Cmake List

",https://stackoverflow.com/questions/61572818/clion-compiler-setup,"
Use full path to compiler or add the gcc path to PATH if you want to used just gcc.

I guess that if you specify C compiler as /usr/bin/gcc (or /usr/local/bin/gcc if you installed it there) and C++ compiler as /usr/bin/g++ in Preferences | Build, Execution, Deployment | Toolchains everything should work.

Mind that Linux is case-sensitive OS and GCC executable is gcc. 
"
0,"

I am brand new to programming and making my way through the CS50 online course.

In lecture 2, David introduced CS50 IDE, which I am now using for the first time for Problem Set 2 - Readability. However, I am encountering some error messages when I try to run a simple ""hello, world"" program.

Here are the steps I am taking in order:


Open CS50 IDE
Sign in with my GitHub login
Execute cd to make sure I am in home directory
Execute mkdir hello to create a new directory in my home folder
Execute cd hello to navigate to the new directory
Execute open hello.c to create new file in the new directory


At this point everything looks familiar to me, so I test it with the simple ""hello, world"" program:

#include <cs50.h>
#include <stdio.h>

int main(void)
{
printf(""hello, world\n"");
}


I then run make hello and receive the below error message:

make: *** No rule to make target 'hello'. Stop.


I then noticed that even though I previously ran open hello.c there actually isn't a hello.c file in the hello directory on the left. So I manually right clicked the hello directory and selected New File and created hello.c and tried to run it again. I then get the below error message:

clang -ggdb3 -O0 -std=c11 -Wall -Werror -Wextra -Wno-sign-compare -Wno-unused-parameter -Wno-unused-variable -Wshadowhello.c-lcrypt -lcs50 -lm -o hello
/usr/bin/../lib/gcc/x86_64-linux-gnu/7.4.0/../../../x86_64-linux-gnu/crt1.o: In function `_start':
(.text+0x20): undefined reference to `main'
clang-7: error: linker command failed with exit code 1 (use -v to see invocation)
<builtin>: recipe for target 'hello' failed
make: *** [hello] Error 1


Does anyone know what I'm doing wrong here? I've googled around a few different responses to similar questions, but can't seem to solve the issue. I'm pretty confused, so any help would be much appreciated.

I'm also attaching a few screenshots of my window if helpful.




",https://stackoverflow.com/questions/61191075/error-messages-when-using-cs50-ide-for-first-time-for-problem-set-2-readabilit,"
Turns out I was not saving the file before compiling. Marking as solved!
............................................................
In the CS50 IDE it seems to work best if you set up a new file in the file menu (""create file"")and name it before you begin writing your program. I had the same problem at first. It doesn't seem to know your file is there or perhaps more accurately, recognise it fully, unless you do this first. In other words CS50 IDE doesn't seem confident the file name or file exists unless you create it first of all from the file menu, in the correct directory. I don't know how this works on other compilers, but I imagine its done like this to help form the thinking pattern of ""C does not know X unless I declare X first""). glad you fixed it!
"
0,"

How can I limit DBeaver Data Editor to limit the result set size?
I know the default is 200 and we can configure it in settings/preferences for the ""Data Editor"" section but this filter seems to be applied after all the results are already fetched from remote DataBase to local.

How can I limit this 200 before sending the request to the Database itself?
Meaning, instead of issuing a ""Select * from..."" to the Databases and doing the 200 results set a filter on local, I want to configure DBeaver to send ""Select * from... LIMIT 200"" to remote DB.
",https://stackoverflow.com/questions/58757885/how-can-i-limit-dbeaver-data-editor-to-limit-result-set-size,"
By checking the ""Use SQL to limit fetch size"" check box you should get the effect you want.



You can verify dBeaver is behaving the way you expect by taking a look at the query in the dBeaver execution log. You will see ""LIMIT"" has been appended to your query.



https://github.com/dbeaver/dbeaver/wiki/SQL-Editor#results-panel

It's probably worth noting that you may also want to consider de-selecting the ""Refresh data on next page reading"" option or the ""Auto-fetch next segment"" option if you want to guarantee LIMIT is always selecting the set amount of rows. With both of these options turned on in addition to ""Use SQL to limit fetch size"", dBeaver will rerun the full result set as you scroll through your data and pass the last row. For example, when you execute the query the first time it will run with ""LIMIT 0, 200"", returning the first two hundred rows. When you scroll past row 200, a new query will be executed, with ""LIMIT 0, 400"". When you pass row 400 a new query will be run with ""LIMIT 0, 600"" and so on.
"
0,"

I want to increase the font size of the line numbers in IntelliJ IDEA Ultimate(2019.3.1) independently from changing the font of the code itself but I can't find the way of doing so. 



I shook the whole Internet and didn't find anything up to date either. Actions search didn't help as well.
How do I do that?
",https://stackoverflow.com/questions/59407817/how-to-change-the-font-size-of-line-numbers-in-intellij-idea,"
The font size of line numbers automatically changes along with the font size of code in the editor. It uses the same font setting(font, font size, etc).
You can try to adjust font.

https://www.jetbrains.com/help/idea/settings-editor-font.html

And as Improbable mentioned, there is a feature request for it: https://youtrack.jetbrains.com/issue/IDEA-92443
"
0,"

Apologies if this is not allowed. I have been going through the mooc.fi learning java course and seem to be stuck on exercise 13.

The course gives you a pre-built package and asks you to do various tasks with the package. 

After downloading the package and running in IntelliJ I am getting the error ""java: Package nhlstats does not exist"".

I have tried re-naming one ""NHLTest"" class to ""nhlstats"" however I still seem to be getting the error. Apologies if this seems a simple question but I can't seem to get my head around Java package structure. 

https://imgur.com/qDfRVOj (Screenshot to IDE)

Java: Package nhlstats does not exist
",https://stackoverflow.com/questions/56934726/java-package-nhlstats-import-issue,"
Apologies, I had not set the libraries directory under ""File | Project Structure | Libraries"" in IntelliJ so I don't think it could find the class to import. 
"
0,"

Once i import the existing maven project into my IntelliJ IDE. Why the project name is coming as ""main"" only.



I am just simpling opening the existing maven project into IntelliJ.
Please help what can be done to fix this.
",https://stackoverflow.com/questions/55404425/intellij-maven-project-import,"
The problem is that main is the root your project. The root of project is the directory where the pom.xml is. You should consider Standard Directory Layout


............................................................
Your pom.xml file should be in a root directory, not in the main directory.

For now you have your pom.xml in the main directory so IntellijIDEA recognizes the main as a maven module. 
Please move your pom.xml on the same level as src directory.
"
