,id,question,link
0,question-summary-56142811,Collpase classes like we collapse methods in Eclipse,/questions/56142811/collpase-classes-like-we-collapse-methods-in-eclipse
0,question-summary-56139645,Hitting local IDE breakpoints on libraries within a running docker container,/questions/56139645/hitting-local-ide-breakpoints-on-libraries-within-a-running-docker-container
0,question-summary-55634835,How to get VSCode to recognize Kotlin classes in Java code?,/questions/55634835/how-to-get-vscode-to-recognize-kotlin-classes-in-java-code
0,question-summary-65327829,Visual Studio 2019 not suggesting UE4 Libraries,/questions/65327829/visual-studio-2019-not-suggesting-ue4-libraries
0,question-summary-65312657,"Eclipse IDE Formatting/Colour settings for, easy readable code",/questions/65312657/eclipse-ide-formatting-colour-settings-for-easy-readable-code
0,question-summary-66091413,What does this part mean in Netbeans (PHP)?,/questions/66091413/what-does-this-part-mean-in-netbeans-php
0,question-summary-66090584,Should I invest Time Learning Emacs? [closed],/questions/66090584/should-i-invest-time-learning-emacs
0,question-summary-63676226,Delphi 10.4 IDE shows hourglass spinning-wheel at start and does not react anymore,/questions/63676226/delphi-10-4-ide-shows-hourglass-spinning-wheel-at-start-and-does-not-react-anymo
0,question-summary-63675511,usleep issue with unistd.h [duplicate],/questions/63675511/usleep-issue-with-unistd-h
0,question-summary-65772156,"How to hide the ""type"" element",/questions/65772156/how-to-hide-the-type-element
0,question-summary-65763872,How to close the window in WebStorm?,/questions/65763872/how-to-close-the-window-in-webstorm
0,question-summary-63189521,"C error: function definition is not allowed here, i already put function above int main(void), erased brackets, error still persists [duplicate]",/questions/63189521/c-error-function-definition-is-not-allowed-here-i-already-put-function-above-i
0,question-summary-63188837,"Images, Icons, etc don't display/load when I run my app in VScode using PyQt5. What can I do?",/questions/63188837/images-icons-etc-dont-display-load-when-i-run-my-app-in-vscode-using-pyqt5-w
0,question-summary-66756590,Visual Studio 2015 error - saved settings file CurrentSettings.vssettings cannot be found,/questions/66756590/visual-studio-2015-error-saved-settings-file-currentsettings-vssettings-cannot
0,question-summary-66745495,VSCode's intellisense doesn't work after intellisense's auto-highlighting,/questions/66745495/vscodes-intellisense-doesnt-work-after-intellisenses-auto-highlighting
0,question-summary-64296640,How can I restart the border colors of VSCode? Suddenly they changed,/questions/64296640/how-can-i-restart-the-border-colors-of-vscode-suddenly-they-changed
0,question-summary-64277301,Vimspector how to define prelaunch task,/questions/64277301/vimspector-how-to-define-prelaunch-task
0,question-summary-62674075,.editorconfig JetBrains value with space,/questions/62674075/editorconfig-jetbrains-value-with-space
0,question-summary-62672915,What HTML Editor Should I Use? [closed],/questions/62672915/what-html-editor-should-i-use
0,question-summary-61788260,JetBrains Java issues with Generics,/questions/61788260/jetbrains-java-issues-with-generics
0,question-summary-61781539,Can't open certain .java files in Netbeans,/questions/61781539/cant-open-certain-java-files-in-netbeans
0,question-summary-64988677,OSB 12c IDE alternative to jdeveloper,/questions/64988677/osb-12c-ide-alternative-to-jdeveloper
0,question-summary-64969165,Will there be potential problems if changing Xamarin.Android project's IDE from VS 2017 Community Edition to VS 2019 Community Edition?,/questions/64969165/will-there-be-potential-problems-if-changing-xamarin-android-projects-ide-from
0,question-summary-62204242,C- Why does my code run in an IDE but not a linux environment(silo)?,/questions/62204242/c-why-does-my-code-run-in-an-ide-but-not-a-linux-environmentsilo
0,question-summary-62178601,Disable suggestions list auto-resize on Visual Studio 2019?,/questions/62178601/disable-suggestions-list-auto-resize-on-visual-studio-2019
0,question-summary-60830548,Black text on black window on Eclipse,/questions/60830548/black-text-on-black-window-on-eclipse
0,question-summary-60822907,Need help for syntax highlighting after empty tags <> </> in JSX files,/questions/60822907/need-help-for-syntax-highlighting-after-empty-tags-in-jsx-files
0,question-summary-61363516,CLion: Go to Header/Source menu includes QT MOC files,/questions/61363516/clion-go-to-header-source-menu-includes-qt-moc-files
0,question-summary-61331675,How do I remap the default CTRL+f (find) in Visual Studio Code such that I can use CTRL+f as is typical in unix/linux?,/questions/61331675/how-do-i-remap-the-default-ctrlf-find-in-visual-studio-code-such-that-i-can-u
0,question-summary-60442790,Docker docker-compose volumes delete sibling folders,/questions/60442790/docker-docker-compose-volumes-delete-sibling-folders
0,question-summary-60431015,IDE contoller not found in viirtual box,/questions/60431015/ide-contoller-not-found-in-viirtual-box
0,question-summary-59545304,C++ IDEs will not deduce/auto complete member access on std::array subscript expression in template class,/questions/59545304/c-ides-will-not-deduce-auto-complete-member-access-on-stdarray-subscript-exp
0,question-summary-59537455,VS Code stage changes shortcut,/questions/59537455/vs-code-stage-changes-shortcut
0,question-summary-59989452,Visual Studio doesn't recognize multi line string,/questions/59989452/visual-studio-doesnt-recognize-multi-line-string
0,question-summary-59978828,What is this icon in Apache Netbeans?,/questions/59978828/what-is-this-icon-in-apache-netbeans
0,question-summary-59007338,Small tool icons in programs.(Ubuntu),/questions/59007338/small-tool-icons-in-programs-ubuntu
0,question-summary-58991212,How Do I change the jdk of the install4j 7.0.11 IDE?,/questions/58991212/how-do-i-change-the-jdk-of-the-install4j-7-0-11-ide
0,question-summary-57803754,How to select more than one words in Visual Studio 2019?,/questions/57803754/how-to-select-more-than-one-words-in-visual-studio-2019
0,question-summary-57802284,Add PHP Dynamic Methods in IDE Autocomplete,/questions/57802284/add-php-dynamic-methods-in-ide-autocomplete
0,question-summary-57200803,cannot attach and step into to a wcf process debugging on Visual Studio 2019,/questions/57200803/cannot-attach-and-step-into-to-a-wcf-process-debugging-on-visual-studio-2019
0,question-summary-57160282,"Arduino IDE 1.6.6, problems with uploading",/questions/57160282/arduino-ide-1-6-6-problems-with-uploading
0,question-summary-58468233,How to open mutliple instances of VS,/questions/58468233/how-to-open-mutliple-instances-of-vs
0,question-summary-58461383,How to get the current project name in Delphi directories settings?,/questions/58461383/how-to-get-the-current-project-name-in-delphi-directories-settings
0,question-summary-56690595,Specify Different Command Prompt for Visual Studio,/questions/56690595/specify-different-command-prompt-for-visual-studio
0,question-summary-56690134,How to run a SpringBoot application from Java IDE for Professional Developers (IntelliJ IDEA),/questions/56690134/how-to-run-a-springboot-application-from-java-ide-for-professional-developers-i
0,question-summary-56104047,integrated scene builder in intelij idea size problem,/questions/56104047/integrated-scene-builder-in-intelij-idea-size-problem
0,question-summary-56084301,How to display variable type when hovering in Visual Studio,/questions/56084301/how-to-display-variable-type-when-hovering-in-visual-studio
0,question-summary-55595452,Error - unbound symbol modulo (Scheme) when using Repl online IDE,/questions/55595452/error-unbound-symbol-modulo-scheme-when-using-repl-online-ide
0,question-summary-55589468,"The tools version ""15.0"" is unrecognized - Incompatible/Unloaded project in Visual Studio 2019 (v16.0.0 Preview 5.0)",/questions/55589468/the-tools-version-15-0-is-unrecognized-incompatible-unloaded-project-in-visu
0,question-summary-65304276,breakpoints do not work if in another script file - Google Script,/questions/65304276/breakpoints-do-not-work-if-in-another-script-file-google-script
0,question-summary-65299083,Intellij won't accept openjdk 15 [duplicate],/questions/65299083/intellij-wont-accept-openjdk-15
0,question-summary-66086859,PhpStorm autocomplete for OpenCart classes,/questions/66086859/phpstorm-autocomplete-for-opencart-classes
0,question-summary-66081082,New to eclipse and need help changing text [duplicate],/questions/66081082/new-to-eclipse-and-need-help-changing-text
0,question-summary-63667669,Is there a way to view last commit for selected line in IntelliJ?,/questions/63667669/is-there-a-way-to-view-last-commit-for-selected-line-in-intellij
0,question-summary-63661854,Special charecters on non english keyboard,/questions/63661854/special-charecters-on-non-english-keyboard
0,question-summary-65742460,Is there any good IDE's for code browsing and development better than VS Code in LINUX [closed],/questions/65742460/is-there-any-good-ides-for-code-browsing-and-development-better-than-vs-code-in
0,question-summary-65741005,How do I discard changes in new Google Apps Script IDE?,/questions/65741005/how-do-i-discard-changes-in-new-google-apps-script-ide
0,question-summary-63188520,Does Geany provide autocomplete without having to Ctrl-Space everytime?,/questions/63188520/does-geany-provide-autocomplete-without-having-to-ctrl-space-everytime
0,question-summary-63179055,Compilers vs Interpreters in terms of code analysis,/questions/63179055/compilers-vs-interpreters-in-terms-of-code-analysis
0,question-summary-66730298,Importing proxy configuration from WinSCP to IntelliJ,/questions/66730298/importing-proxy-configuration-from-winscp-to-intellij
0,question-summary-66721757,Extension 'Search Result' cannot format vscode,/questions/66721757/extension-search-result-cannot-format-vscode
0,question-summary-64266540,How to setup RSyntaxTextArea?,/questions/64266540/how-to-setup-rsyntaxtextarea
0,question-summary-64266514,"Why is Code formatting broke and is wrong, not very helpful [closed]",/questions/64266514/why-is-code-formatting-broke-and-is-wrong-not-very-helpful
0,question-summary-62652446,Shortcut for PhpStorm to jump (move cursor) to the next function parameter,/questions/62652446/shortcut-for-phpstorm-to-jump-move-cursor-to-the-next-function-parameter
0,question-summary-62608472,MASM v6.11 - Strike a key when ready,/questions/62608472/masm-v6-11-strike-a-key-when-ready
0,question-summary-61761741,An issue with IDE in Android Studio,/questions/61761741/an-issue-with-ide-in-android-studio
0,question-summary-61756421,How to efficiently move the keyboard cursor,/questions/61756421/how-to-efficiently-move-the-keyboard-cursor
0,question-summary-64949392,Intellij DialogWrapper and Balloon notifications,/questions/64949392/intellij-dialogwrapper-and-balloon-notifications
0,question-summary-64947255,Project Folder already exists and is not empty. in Apache NetBeans 12.1,/questions/64947255/project-folder-already-exists-and-is-not-empty-in-apache-netbeans-12-1
0,question-summary-62178455,"Disable ""favorite"" (★) suggestions in IntelliSense for Visual Studio 2019?",/questions/62178455/disable-favorite-suggestions-in-intellisense-for-visual-studio-2019
0,question-summary-62172979,How to hide non-static methods in struct suggestions provided by rust-analyzer?,/questions/62172979/how-to-hide-non-static-methods-in-struct-suggestions-provided-by-rust-analyzer
0,question-summary-60822279,IntelliJ problem setup JDK (compiles properly but keep seeing errors),/questions/60822279/intellij-problem-setup-jdk-compiles-properly-but-keep-seeing-errors
0,question-summary-60804243,Marlin 2.0.5 compiling error collect2.exe,/questions/60804243/marlin-2-0-5-compiling-error-collect2-exe
0,question-summary-61325577,How to tune Idea Intellij Ultimate so it doesn't crash on a 16GB host?,/questions/61325577/how-to-tune-idea-intellij-ultimate-so-it-doesnt-crash-on-a-16gb-host
0,question-summary-61310928,Python IDE That Runs Matplotlib (Especially Without Additional Configuration),/questions/61310928/python-ide-that-runs-matplotlib-especially-without-additional-configuration
0,question-summary-60426806,Android studio codes are showing red color. But it runs successfully,/questions/60426806/android-studio-codes-are-showing-red-color-but-it-runs-successfully
0,question-summary-60405780,Recover deleted files in spyder 4,/questions/60405780/recover-deleted-files-in-spyder-4
0,question-summary-59529588,Android studio: add comments to read-only files,/questions/59529588/android-studio-add-comments-to-read-only-files
0,question-summary-59529463,Is it possible to install and enable workspace extensions in vscode with the .vscode folder?,/questions/59529463/is-it-possible-to-install-and-enable-workspace-extensions-in-vscode-with-the-vs
0,question-summary-59978090,There is no formatter for 'java' files installed in VSCode,/questions/59978090/there-is-no-formatter-for-java-files-installed-in-vscode
0,question-summary-59974253,Android Studio Problem | Timed out waiting for process to appear on device,/questions/59974253/android-studio-problem-timed-out-waiting-for-process-to-appear-on-device
0,question-summary-58987142,IntelliJ - Go back and forth in one split view only,/questions/58987142/intellij-go-back-and-forth-in-one-split-view-only
0,question-summary-58977115,Giving 5 Arguments but getting just 3 in terminal,/questions/58977115/giving-5-arguments-but-getting-just-3-in-terminal
0,question-summary-57773046,How to configure a template for class files in a Java project,/questions/57773046/how-to-configure-a-template-for-class-files-in-a-java-project
0,question-summary-57759971,Couldn't able to initialise and push Github repository directly from Atom IDE,/questions/57759971/couldnt-able-to-initialise-and-push-github-repository-directly-from-atom-ide
0,question-summary-57145953,Curly braces decrease scale on new line [duplicate],/questions/57145953/curly-braces-decrease-scale-on-new-line
0,question-summary-57142024,Tabs became blue on all visual studio themes,/questions/57142024/tabs-became-blue-on-all-visual-studio-themes
0,question-summary-58445540,"Netbeans 9/10/11 cannot run program ""cmd""",/questions/58445540/netbeans-9-10-11-cannot-run-program-cmd
0,question-summary-58444805,Delphi Executable starts in debug mode,/questions/58444805/delphi-executable-starts-in-debug-mode
0,question-summary-56684270,Is there an IDE for Fortran that can check values of variables?,/questions/56684270/is-there-an-ide-for-fortran-that-can-check-values-of-variables
0,question-summary-56676581,grey line with no explanation in Java how to find the problem?,/questions/56676581/grey-line-with-no-explanation-in-java-how-to-find-the-problem
0,question-summary-56079155,Removing Project Symbol Search button,/questions/56079155/removing-project-symbol-search-button
0,question-summary-56056518,How to avoid wasting time on importing modules when I restart my code multiple times?,/questions/56056518/how-to-avoid-wasting-time-on-importing-modules-when-i-restart-my-code-multiple-t
0,question-summary-55581299,"""Alt"" key malfunctions on Pycharm",/questions/55581299/alt-key-malfunctions-on-pycharm
0,question-summary-55565994,How to disable Edit Project when double click on Visual Studio 2019?,/questions/55565994/how-to-disable-edit-project-when-double-click-on-visual-studio-2019
0,question-summary-65291565,CMake IDE integration: Query list of source files,/questions/65291565/cmake-ide-integration-query-list-of-source-files
0,question-summary-66066993,How can I take a class out of a namespace automatically with Eclipse CDT?,/questions/66066993/how-can-i-take-a-class-out-of-a-namespace-automatically-with-eclipse-cdt
0,question-summary-63658540,Change default browser in Embarcadero RAD Studio 10.4,/questions/63658540/change-default-browser-in-embarcadero-rad-studio-10-4
0,question-summary-63653083,shortcuts for Add new projext to current solution in Visual Studio,/questions/63653083/shortcuts-for-add-new-projext-to-current-solution-in-visual-studio
0,question-summary-65740899,How do I view Script Properties in the new Google Apps Script IDE,/questions/65740899/how-do-i-view-script-properties-in-the-new-google-apps-script-ide
0,question-summary-65740635,How do i change all occurrences only in the function in VScode?,/questions/65740635/how-do-i-change-all-occurrences-only-in-the-function-in-vscode
0,question-summary-63177700,Intellij code completion on dot symbol is very slow compared to regular,/questions/63177700/intellij-code-completion-on-dot-symbol-is-very-slow-compared-to-regular
0,question-summary-63170718,Tab groups for VS Code,/questions/63170718/tab-groups-for-vs-code
0,question-summary-66720630,"PhpStorm IDE settings sync - SSH Configurations is not synced, why?",/questions/66720630/phpstorm-ide-settings-sync-ssh-configurations-is-not-synced-why
0,question-summary-66711185,I cannot add references in VS 2019,/questions/66711185/i-cannot-add-references-in-vs-2019
0,question-summary-64233507,"Spyder ""Git Command Line Tools"" Issue",/questions/64233507/spyder-git-command-line-tools-issue
0,question-summary-64224054,Visual Studio Code move or dock the 'Outline panel' to the right side of the Editor,/questions/64224054/visual-studio-code-move-or-dock-the-outline-panel-to-the-right-side-of-the-edi
0,question-summary-62570961,How do you open a python file in visual studio code?,/questions/62570961/how-do-you-open-a-python-file-in-visual-studio-code
0,question-summary-62566743,Syntax highlighting and code inspection in CLion stops working after including anything from standard library,/questions/62566743/syntax-highlighting-and-code-inspection-in-clion-stops-working-after-including-a
0,question-summary-61717230,Can I run and develop a python program from another computer?,/questions/61717230/can-i-run-and-develop-a-python-program-from-another-computer
0,question-summary-61711885,How to configure IDE to run any node.js file from explorer?,/questions/61711885/how-to-configure-ide-to-run-any-node-js-file-from-explorer
0,question-summary-64944326,Packaging is missing in the Project Properties in Netbeans,/questions/64944326/packaging-is-missing-in-the-project-properties-in-netbeans
0,question-summary-64943175,"NetBeans 12.0, Java 8, autocomplete/code assistance completely stopped working [closed]",/questions/64943175/netbeans-12-0-java-8-autocomplete-code-assistance-completely-stopped-working
0,question-summary-62150769,How to open .ipynb files in IntelliJ?,/questions/62150769/how-to-open-ipynb-files-in-intellij
0,question-summary-62142563,How do I fix this intelliJ issue?,/questions/62142563/how-do-i-fix-this-intellij-issue
0,question-summary-60792466,Intellij Play/debug button disappeared,/questions/60792466/intellij-play-debug-button-disappeared
0,question-summary-60791252,Cannot Create an Interpreter in PyCharm,/questions/60791252/cannot-create-an-interpreter-in-pycharm
0,question-summary-61305415,"What does the word ""Symbol"" in Visual Studio mean?",/questions/61305415/what-does-the-word-symbol-in-visual-studio-mean
0,question-summary-61303309,Invalid number of arguments warning after applying util.promisify,/questions/61303309/invalid-number-of-arguments-warning-after-applying-util-promisify
0,question-summary-60397387,Linting customization in Anaconda Package Sublime,/questions/60397387/linting-customization-in-anaconda-package-sublime
0,question-summary-60385884,In Eclipse IDE how to disable the closing of an editor tab via plain right-click,/questions/60385884/in-eclipse-ide-how-to-disable-the-closing-of-an-editor-tab-via-plain-right-click
0,question-summary-59523772,"I can't import Java EE annotations in eclipse,such as @EJB and @Stateless, instead eclipse recommends me to create them [duplicate]",/questions/59523772/i-cant-import-java-ee-annotations-in-eclipse-such-as-ejb-and-stateless-inste
0,question-summary-59522893,How to create CodeBlocks IDE C++ project to work on existing shared library project?,/questions/59522893/how-to-create-codeblocks-ide-c-project-to-work-on-existing-shared-library-proj
0,question-summary-59965909,How to get similar functionality to RStudio in PyCharm,/questions/59965909/how-to-get-similar-functionality-to-rstudio-in-pycharm
0,question-summary-59955572,Android Studio: show compiler error immediately / not only on the right side,/questions/59955572/android-studio-show-compiler-error-immediately-not-only-on-the-right-side
0,question-summary-58959289,How to open and save a lot of child forms for reacting to parent form changes?,/questions/58959289/how-to-open-and-save-a-lot-of-child-forms-for-reacting-to-parent-form-changes
0,question-summary-58940069,Lazarus - How to create an own $(CustomRelativeUnitPath),/questions/58940069/lazarus-how-to-create-an-own-customrelativeunitpath
0,question-summary-57754837,Is there a way to make special edition (find and replace some strings) in files meeting some search criteria in VScode,/questions/57754837/is-there-a-way-to-make-special-edition-find-and-replace-some-strings-in-files
0,question-summary-57744266,Alternative to FiraCode for coding purposes [closed],/questions/57744266/alternative-to-firacode-for-coding-purposes
0,question-summary-57114402,Android studio: Filtering out only errors in message windows or build windows?,/questions/57114402/android-studio-filtering-out-only-errors-in-message-windows-or-build-windows
0,question-summary-57059984,How can I bring back vim-like Ctrl-W behavior in IntelliJ?,/questions/57059984/how-can-i-bring-back-vim-like-ctrl-w-behavior-in-intellij
0,question-summary-58439395,Installing PyTorch on PyCharmin dont work anymore,/questions/58439395/installing-pytorch-on-pycharmin-dont-work-anymore
0,question-summary-58436772,HTML whitespace issue,/questions/58436772/html-whitespace-issue
0,question-summary-56673279,How to combine VS Code workbench and token colours from two different themes,/questions/56673279/how-to-combine-vs-code-workbench-and-token-colours-from-two-different-themes
0,question-summary-56662036,Xcode: How to duplicate a file in File Inspector?,/questions/56662036/xcode-how-to-duplicate-a-file-in-file-inspector
0,question-summary-56045471,Can one work on a legacy .NET framework codebase on a Mac?,/questions/56045471/can-one-work-on-a-legacy-net-framework-codebase-on-a-mac
0,question-summary-56039607,How to fix P4PASSWD is invalid or unset in Eclipse IDE,/questions/56039607/how-to-fix-p4passwd-is-invalid-or-unset-in-eclipse-ide
0,question-summary-55554351,No web browser found: could not locate runnable browser. Jupyter-notebook,/questions/55554351/no-web-browser-found-could-not-locate-runnable-browser-jupyter-notebook
0,question-summary-55552163,don't use scrolloff=5 for mouse clicks in (neo)vim,/questions/55552163/dont-use-scrolloff-5-for-mouse-clicks-in-neovim
0,question-summary-63648723,Custom C++ code when creating new cpp file VS code,/questions/63648723/custom-c-code-when-creating-new-cpp-file-vs-code
0,question-summary-63640917,"How to set a ""default text"" to a new file in VSCode",/questions/63640917/how-to-set-a-default-text-to-a-new-file-in-vscode
0,question-summary-65740270,"Googel Apps Script Test Deployment - ""We're sorry, a server error occurred. Please wait a bit and try again.""",/questions/65740270/googel-apps-script-test-deployment-were-sorry-a-server-error-occurred-plea
0,question-summary-65725910,How to force the termination of a Google Apps Script,/questions/65725910/how-to-force-the-termination-of-a-google-apps-script
0,question-summary-63163579,Eclipse style auto close bracket in IntelliJ Idea (java) [duplicate],/questions/63163579/eclipse-style-auto-close-bracket-in-intellij-idea-java
0,question-summary-63160466,Some files in Eclipse are greyed out / no syntax coloring / functions aren't recognized,/questions/63160466/some-files-in-eclipse-are-greyed-out-no-syntax-coloring-functions-arent-rec
0,question-summary-66710403,"Visual Studio ""Toggle Line Comment"" Not Adding // To Already Commented Out Code",/questions/66710403/visual-studio-toggle-line-comment-not-adding-to-already-commented-out-code
0,question-summary-66710085,"java.io.IOException: Cannot run program ""connect.exe"": CreateProcess error=2",/questions/66710085/java-io-ioexception-cannot-run-program-connect-exe-createprocess-error-2
0,question-summary-64218763,Visual Studio C++ Post Build Command not working,/questions/64218763/visual-studio-c-post-build-command-not-working
0,question-summary-64212315,"How can I edit a Google Macros Script, When the editor becomes unresponsive?",/questions/64212315/how-can-i-edit-a-google-macros-script-when-the-editor-becomes-unresponsive
0,question-summary-62551475,CS50 IDE problem(An unexpected error happened.),/questions/62551475/cs50-ide-probleman-unexpected-error-happened
0,question-summary-62548819,How to turn off hint in Wild Web Developer,/questions/62548819/how-to-turn-off-hint-in-wild-web-developer
0,question-summary-61701962,While installing eclipse IDE for java I gets an error?,/questions/61701962/while-installing-eclipse-ide-for-java-i-gets-an-error
0,question-summary-61701258,How to edit a function signature at the same time,/questions/61701258/how-to-edit-a-function-signature-at-the-same-time
0,question-summary-64942781,Is there is a option of replicating a line and making multiple cursor in anaconda ide?,/questions/64942781/is-there-is-a-option-of-replicating-a-line-and-making-multiple-cursor-in-anacond
0,question-summary-64936016,How can I distribute the output of a list I made in python in my notepad,/questions/64936016/how-can-i-distribute-the-output-of-a-list-i-made-in-python-in-my-notepad
0,question-summary-62133745,Visual Studio is not allowing to select the varialbe inside for each loop [By Mouse]?,/questions/62133745/visual-studio-is-not-allowing-to-select-the-varialbe-inside-for-each-loop-by-mo
0,question-summary-62133312,Empty Object Repository List in RAD Studio 10.3,/questions/62133312/empty-object-repository-list-in-rad-studio-10-3
0,question-summary-60790566,"Debugging Rust in Clion results in ""Error creating process""",/questions/60790566/debugging-rust-in-clion-results-in-error-creating-process
0,question-summary-60783893,How to create a file using goorm terminal,/questions/60783893/how-to-create-a-file-using-goorm-terminal
0,question-summary-61288179,Windows defender on PyCharm,/questions/61288179/windows-defender-on-pycharm
0,question-summary-61282338,How to correctly make a counter work in java,/questions/61282338/how-to-correctly-make-a-counter-work-in-java
0,question-summary-60349726,"How to change the background color of Eclipse's ""Packages"" tab",/questions/60349726/how-to-change-the-background-color-of-eclipses-packages-tab
0,question-summary-60338644,"Visual Code Does not show any text, any suggestions?",/questions/60338644/visual-code-does-not-show-any-text-any-suggestions
0,question-summary-59512559,Can Not Perform Copy-Paste in Android Studio,/questions/59512559/can-not-perform-copy-paste-in-android-studio
0,question-summary-59512214,Execute rustfmt on file save in IntelliJ or CLion,/questions/59512214/execute-rustfmt-on-file-save-in-intellij-or-clion
0,question-summary-59951733,Jhipster file throwing multiple errors after importing to Eclipse,/questions/59951733/jhipster-file-throwing-multiple-errors-after-importing-to-eclipse
0,question-summary-59944209,IDE specific SSL Handshake exception,/questions/59944209/ide-specific-ssl-handshake-exception
0,question-summary-58932658,PhpStorm select next occurrence of symbol,/questions/58932658/phpstorm-select-next-occurrence-of-symbol
0,question-summary-58931845,Debugging Airflow Tasks with IDE tools?,/questions/58931845/debugging-airflow-tasks-with-ide-tools
0,question-summary-57739901,"Is there any sort of ""Codelet Template"" in KDevelop?",/questions/57739901/is-there-any-sort-of-codelet-template-in-kdevelop
0,question-summary-57732006,C++ trouble with debuger,/questions/57732006/c-trouble-with-debuger
0,question-summary-57046897,How can I get my folders back in a Visual Studio 2019 project?,/questions/57046897/how-can-i-get-my-folders-back-in-a-visual-studio-2019-project
0,question-summary-57040501,Is it possible to set different colours for different types of comments in PhpStorm?,/questions/57040501/is-it-possible-to-set-different-colours-for-different-types-of-comments-in-phpst
0,question-summary-58434425,Debugging python application meant to be run from terminal,/questions/58434425/debugging-python-application-meant-to-be-run-from-terminal
0,question-summary-58432532,Apply Visual Studio Quick Action on multiple entries,/questions/58432532/apply-visual-studio-quick-action-on-multiple-entries
0,question-summary-56648539,What is optimal font-size (relative to cognitive loading)?,/questions/56648539/what-is-optimal-font-size-relative-to-cognitive-loading
0,question-summary-56647260,Is there any way to host the IDE in windows but the source and compile (GCC) on linux? [closed],/questions/56647260/is-there-any-way-to-host-the-ide-in-windows-but-the-source-and-compile-gcc-on
0,question-summary-56035306,Unsupported Modules Detected: Unfortunately you can't have non-Gradle Java modules and Android-Gradle modules in one project,/questions/56035306/unsupported-modules-detected-unfortunately-you-cant-have-non-gradle-java-modul
0,question-summary-56031810,Key bindings to send lines of test code with tmux+vim?,/questions/56031810/key-bindings-to-send-lines-of-test-code-with-tmuxvim
0,question-summary-55551470,How to set up python 3.6 interpreter for mac Code Runner 3.0,/questions/55551470/how-to-set-up-python-3-6-interpreter-for-mac-code-runner-3-0
0,question-summary-55547720,"How can I get Eclipse IDE to default to ""Selected lines"" in the Find/Replace dialogue when multiple lines are selected?",/questions/55547720/how-can-i-get-eclipse-ide-to-default-to-selected-lines-in-the-find-replace-dia
0,question-summary-63635189,Removing a Pycharm external library,/questions/63635189/removing-a-pycharm-external-library
0,question-summary-63632188,PhpStorm - export deployment DATA,/questions/63632188/phpstorm-export-deployment-data
0,question-summary-65725834,"C++Builder 10.2: Editor , how to turn off auto brace } insertion",/questions/65725834/cbuilder-10-2-editor-how-to-turn-off-auto-brace-insertion
0,question-summary-65724177,Eclipse IDE doesn't open up after creating a project,/questions/65724177/eclipse-ide-doesnt-open-up-after-creating-a-project
0,question-summary-63160237,Configuring Netbeans IDE for c++ in ubuntu environment,/questions/63160237/configuring-netbeans-ide-for-c-in-ubuntu-environment
0,question-summary-63157135,Spyder IDE plots,/questions/63157135/spyder-ide-plots
0,question-summary-66695298,IntelliJ: find file name with regex,/questions/66695298/intellij-find-file-name-with-regex
0,question-summary-66681741,Is there a way to send messages from the IDE of python using discord.py?,/questions/66681741/is-there-a-way-to-send-messages-from-the-ide-of-python-using-discord-py
0,question-summary-64208711,How do you make WebStorm highlight a Dockerfile.dev file as a Dockerfile?,/questions/64208711/how-do-you-make-webstorm-highlight-a-dockerfile-dev-file-as-a-dockerfile
0,question-summary-64203073,Intellij does not show any errors in the syntax/does not give any suggestions,/questions/64203073/intellij-does-not-show-any-errors-in-the-syntax-does-not-give-any-suggestions
0,question-summary-62540870,How to change visual studio file tab view,/questions/62540870/how-to-change-visual-studio-file-tab-view
0,question-summary-62535871,Any Way To Use Xcode For Flutter Instead Of Android Studio Or VSCode,/questions/62535871/any-way-to-use-xcode-for-flutter-instead-of-android-studio-or-vscode
0,question-summary-61698477,Using submit50 in VSCode,/questions/61698477/using-submit50-in-vscode
0,question-summary-61688474,Sketchware - Issues Publishing to Play Store,/questions/61688474/sketchware-issues-publishing-to-play-store
0,question-summary-64926920,Create a python executable shortcut - path issue,/questions/64926920/create-a-python-executable-shortcut-path-issue
0,question-summary-64919317,Can I deploy a file on change inside PhpStorm?,/questions/64919317/can-i-deploy-a-file-on-change-inside-phpstorm
0,question-summary-62126764,Is there anyway to connect IBM RTC and Spring tool suite 4 IDE?,/questions/62126764/is-there-anyway-to-connect-ibm-rtc-and-spring-tool-suite-4-ide
0,question-summary-62124139,Why some IDEs (Intellij/Android Studio) has its vertical line as default?,/questions/62124139/why-some-ides-intellij-android-studio-has-its-vertical-line-as-default
0,question-summary-60783217,How can I add configuration for an existing project in Clion?,/questions/60783217/how-can-i-add-configuration-for-an-existing-project-in-clion
0,question-summary-60782697,Why isn't there a live server button in vs Code? [closed],/questions/60782697/why-isnt-there-a-live-server-button-in-vs-code
0,question-summary-61277712,no error window even when I've check view>floating report window in dev c++,/questions/61277712/no-error-window-even-when-ive-check-viewfloating-report-window-in-dev-c
0,question-summary-61270047,Best way to run python code and get the output,/questions/61270047/best-way-to-run-python-code-and-get-the-output
0,question-summary-60331227,Android Studio Gradle Sync Issue: Red Variable Names Everywhere,/questions/60331227/android-studio-gradle-sync-issue-red-variable-names-everywhere
0,question-summary-60326979,Shouldn't the default path when creating and accessing files in Java be with the jar?,/questions/60326979/shouldnt-the-default-path-when-creating-and-accessing-files-in-java-be-with-the
0,question-summary-59510659,Is there any IDE for OSDEV?,/questions/59510659/is-there-any-ide-for-osdev
